,date,open,high,low,close,volume
1545,1999-07-28,1206.992,1216.48,1198.708,1208.61,498951900
1546,1999-07-29,1218.938,1222.496,1199.146,1206.327,386341200
1547,1999-07-30,1209.25,1212.492,1199.057,1209.806,399620100
1548,1999-08-02,1214.158,1225.783,1210.727,1223.964,540924700
1549,1999-08-03,1227.747,1231.656,1217.808,1230.586,635263100
1550,1999-08-04,1233.911,1249.813,1233.911,1249.813,736540300
1551,1999-08-05,1254.391,1258.312,1245.116,1255.948,745866400
1552,1999-08-06,1258.149,1258.964,1219.227,1255.926,968847800
1553,1999-08-09,1259.987,1261.289,1241.089,1244.256,717821500
1554,1999-08-10,1239.262,1239.318,1215.857,1219.659,497197500
1555,1999-08-11,1216.052,1223.415,1199.835,1206.198,366316500
1556,1999-08-12,1205.917,1212.868,1191.337,1198.742,296089400
1557,1999-08-13,1203.261,1210.15,1193.266,1195.093,289783000
1558,1999-08-16,1191.608,1192.69,1176.862,1187.933,339319900
1559,1999-08-17,1189.045,1216.323,1189.045,1201.442,457907500
1560,1999-08-18,1202.545,1204.067,1184.579,1203.819,332125100
1561,1999-08-19,1207.971,1252.126,1207.971,1244.738,705382500
1562,1999-08-20,1250.408,1256.316,1238.511,1239.626,567583600
1563,1999-08-23,1242.35,1251.508,1237.865,1251.502,511816200
1564,1999-08-24,1255.639,1257.868,1245.898,1251.623,541739000
1565,1999-08-25,1253.291,1253.877,1231.974,1237.501,460102200
1566,1999-08-26,1234.998,1245.756,1227.936,1245.4,406292200
1567,1999-08-27,1248.691,1250.606,1235.959,1240.861,405201800
1568,1999-08-30,1242.117,1243.801,1226.976,1230.749,430982300
1569,1999-08-31,1233.427,1238.145,1222.7,1236.473,321930000
1570,1999-09-01,1236.703,1238.013,1211.03,1213.839,317569800
1571,1999-09-02,1207.069,1226.401,1193.887,1224.758,339568900
1572,1999-09-03,1225.997,1226.937,1203.71,1207.064,282453700
1573,1999-09-06,1199.795,1200.31,1184.854,1188.005,214420200
1574,1999-09-07,1187.52,1199.058,1185.478,1190.048,205272900
1575,1999-09-08,1191.278,1206.256,1191.272,1197.881,198072600
1576,1999-09-09,1212.282,1277.601,1212.265,1277.418,744517300
1577,1999-09-10,1288.85,1293.428,1262.878,1265.446,886695300
1578,1999-09-13,1269.01,1275.539,1264.452,1275.237,554653900
1579,1999-09-14,1279.088,1283.646,1271.962,1275.813,502014000
1580,1999-09-15,1277.209,1280.096,1264.002,1268.103,448655700
1581,1999-09-16,1267.396,1268.687,1251.947,1253.444,364187000
1582,1999-09-17,1252.745,1266.482,1245.752,1256.093,318171100
1583,1999-09-20,1256.209,1258.544,1239.177,1242.639,226261100
1584,1999-09-21,1239.4,1241.433,1232.211,1238.492,184151400
1585,1999-09-22,1238.791,1243.856,1228.978,1231.253,165214300
1586,1999-09-23,1233.055,1236.412,1216.554,1221.426,215218400
1587,1999-09-24,1225.507,1242.77,1225.507,1233.343,168755800
1588,1999-09-27,1236.957,1241.286,1218.145,1221.485,201134700
1589,1999-09-28,1221.389,1223.675,1209.046,1212.765,177182900
1590,1999-09-29,1214.423,1226.104,1205.316,1208.295,189647600
1591,1999-09-30,1211.036,1215.509,1195.451,1197.759,187206800
1592,1999-10-08,1195.876,1196.198,1167.443,1169.713,140050500
1593,1999-10-11,1165.195,1172.664,1155.142,1161.623,145103700
1594,1999-10-12,1164.159,1173.083,1163.715,1171.523,104792000
1595,1999-10-13,1174.499,1176.765,1145.105,1147.613,126505400
1596,1999-10-14,1144.404,1166.806,1136.485,1145.645,144397400
1597,1999-10-15,1151.57,1178.494,1151.57,1173.164,215277800
1598,1999-10-18,1175.717,1176.824,1138.739,1140.324,183839000
1599,1999-10-19,1133.714,1133.734,1114.653,1116.487,168535500
1600,1999-10-20,1114.963,1130.249,1109.793,1126.486,138548200
1601,1999-10-21,1126.854,1127.707,1100.546,1105.079,190203600
1602,1999-10-22,1104.656,1147.008,1104.419,1135.295,267780100
1603,1999-10-25,1136.412,1136.933,1111.488,1113.796,169239100
1604,1999-10-26,1113.515,1134.518,1113.312,1124.189,165808000
1605,1999-10-27,1144.18,1167.58,1140.583,1167.252,383669900
1606,1999-10-28,1170.273,1170.887,1144.247,1149.837,284052600
1607,1999-10-29,1150.822,1154.654,1132.44,1140.021,224089000
1608,1999-11-01,1137.504,1141.371,1127.447,1130.573,157229800
1609,1999-11-02,1130.102,1137.584,1122.528,1127.876,124870800
1610,1999-11-03,1128.866,1131.439,1116.54,1118.729,135909000
1611,1999-11-04,1117.683,1117.683,1104.791,1110.63,155210700
1612,1999-11-05,1111.21,1120.592,1107.57,1110.649,154856000
1613,1999-11-08,1109.771,1120.438,1105.673,1114.81,131598600
1614,1999-11-09,1116.707,1122.063,1107.258,1109.039,132040800
1615,1999-11-10,1109.07,1109.147,1088.113,1097.877,170198700
1616,1999-11-11,1097.273,1104.891,1089.08,1090.882,133840000
1617,1999-11-12,1092.721,1098.032,1090.629,1095.977,120594400
1618,1999-11-15,1096.743,1099.26,1085.741,1098.556,163917700
1619,1999-11-16,1108.124,1111.982,1077.459,1078.967,275325100
1620,1999-11-17,1077.846,1100.087,1072.168,1100.084,186301800
1621,1999-11-18,1102.425,1127.898,1092.801,1116.582,330404700
1622,1999-11-19,1117.51,1122.255,1104.229,1105.703,194918300
1623,1999-11-22,1105.379,1106.063,1095.98,1101.323,184164300
1624,1999-11-23,1101.801,1107.643,1099.084,1103.065,135616600
1625,1999-11-24,1102.688,1104.475,1094.215,1096.498,138386700
1626,1999-11-25,1094.778,1094.823,1085.229,1088.188,116109100
1627,1999-11-26,1087.294,1092.426,1086.386,1089.729,134653400
1628,1999-11-29,1089.34,1089.626,1080.364,1082.021,145514400
1629,1999-11-30,1080.606,1085.306,1077.667,1081.879,123198700
1630,1999-12-01,1082.444,1091.225,1080.202,1090.567,146807800
1631,1999-12-02,1091.132,1091.415,1082.064,1083.934,175657900
1632,1999-12-03,1083.182,1087.36,1080.331,1085.294,169085400
1633,1999-12-06,1085.121,1085.632,1076.233,1079.375,170751300
1634,1999-12-07,1079.188,1087.531,1077.292,1080.627,175318000
1635,1999-12-08,1080.996,1082.799,1076.243,1079.455,195609700
1636,1999-12-09,1079.734,1079.734,1071.266,1073.854,169073600
1637,1999-12-10,1073.591,1081.951,1071.429,1081.727,196243200
1638,1999-12-13,1082.144,1083.487,1071.301,1072.683,202692500
1639,1999-12-14,1071.584,1079.358,1069.26,1079.275,185042700
1640,1999-12-15,1081.006,1108.303,1080.93,1101.53,358866800
1641,1999-12-16,1102.191,1102.49,1088.006,1090.236,243125800
1642,1999-12-17,1090.286,1092.722,1076.009,1077.777,201850500
1643,1999-12-21,1075.571,1075.571,1054.207,1060.771,183279300
1644,1999-12-22,1059.979,1062.162,1051.584,1054.81,190953500
1645,1999-12-23,1054.041,1054.099,1036.462,1039.855,196177200
1646,1999-12-24,1038.565,1043.882,1023.915,1026.304,155365600
1647,1999-12-27,1024.731,1028.712,1015.718,1018.848,171841800
1648,1999-12-28,1018.804,1036.484,1017.921,1022.312,174669300
1649,1999-12-29,1022.923,1031.141,1017.416,1030.706,192190800
1650,1999-12-30,1031.397,1036.812,1031.397,1036.746,142850100
1651,2000-01-04,1038.267,1068.012,1033.379,1066.914,277836000
1652,2000-01-05,1068.158,1088.365,1062.329,1070.861,429690000
1653,2000-01-06,1068.199,1114.824,1063.825,1114.817,511820500
1654,2000-01-07,1125.776,1159.899,1125.776,1156.295,1008710700
1655,2000-01-10,1169.034,1180.608,1149.364,1179.129,911541300
1656,2000-01-11,1181.557,1181.621,1119.827,1129.269,800570800
1657,2000-01-12,1124.09,1137.354,1091.013,1093.907,559050300
1658,2000-01-13,1093.371,1101.58,1081.286,1085.731,340169000
1659,2000-01-14,1086.802,1092.734,1067.535,1073.176,282231800
1660,2000-01-17,1072.992,1091.69,1066.663,1091.511,289523200
1661,2000-01-18,1093.779,1097.575,1081.256,1085.468,316295500
1662,2000-01-19,1084.571,1099.833,1083.87,1097.385,321404300
1663,2000-01-20,1098.813,1114.726,1098.047,1114.68,414442400
1664,2000-01-21,1118.322,1120.784,1105.843,1110.018,562359000
1665,2000-01-24,1110.916,1116.039,1096.362,1115.996,604864400
1666,2000-01-25,1120.083,1129.204,1111.53,1118.636,581717600
1667,2000-01-26,1119.584,1123.119,1112.299,1120.629,423782500
1668,2000-01-27,1127.468,1135.477,1123.669,1135.415,657050500
1669,2000-01-28,1140.728,1155.186,1136.096,1154.443,801892600
1670,2000-02-14,1193.305,1258.508,1191.207,1258.275,1036945100
1671,2000-02-15,1282.307,1308.202,1242.742,1247.896,1458714700
1672,2000-02-16,1249.881,1263.81,1225.069,1259.005,1215607900
1673,2000-02-17,1285.574,1312.793,1202.516,1222.908,1715389500
1674,2000-02-18,1214.48,1238.561,1184.189,1238.506,981475200
1675,2000-02-21,1248.717,1263.306,1228.543,1251.793,1274109800
1676,2000-02-22,1254.516,1259.345,1216.681,1220.879,1064433200
1677,2000-02-23,1210.42,1218.686,1186.87,1193.244,763048900
1678,2000-02-24,1191.774,1220.687,1191.748,1220.606,611516200
1679,2000-02-25,1224.588,1233.336,1209.985,1219.25,768760600
1680,2000-02-28,1225.811,1272.607,1225.788,1272.58,991082000
1681,2000-02-29,1289.905,1292.309,1254.984,1280.857,1290065100
1682,2000-03-01,1286.696,1287.238,1265.271,1269.426,997621300
1683,2000-03-02,1269.346,1285.406,1258.454,1281.672,905461100
1684,2000-03-03,1291.599,1308.777,1288.586,1300.702,1117251600
1685,2000-03-06,1313.082,1317.772,1256.72,1258.806,1202947900
1686,2000-03-07,1243.747,1271.704,1238.211,1271.67,844979800
1687,2000-03-08,1275.446,1290.81,1266.193,1290.802,768242100
1688,2000-03-09,1295.359,1298.232,1280.608,1291.602,807839400
1689,2000-03-10,1291.369,1295.974,1265.827,1268.463,714345900
1690,2000-03-13,1270.809,1285.694,1269.552,1285.39,591656300
1691,2000-03-14,1263.281,1265.953,1219.384,1258.594,870703600
1692,2000-03-15,1258.164,1273.47,1257.745,1262.533,788242700
1693,2000-03-16,1255.704,1255.895,1200.329,1208.986,769663500
1694,2000-03-17,1204.093,1248.535,1204.093,1246.52,662679400
1695,2000-03-20,1238.395,1281.999,1234.38,1281.893,878074900
1696,2000-03-21,1285.166,1290.517,1276.206,1288.345,919629200
1697,2000-03-22,1290.595,1298.949,1287.51,1296.161,770517700
1698,2000-03-23,1298.417,1316.786,1287.428,1316.718,835168500
1699,2000-03-24,1327.603,1333.73,1300.934,1301.514,1078262900
1700,2000-03-27,1306.382,1340.534,1306.382,1340.475,995520800
1701,2000-03-28,1350.581,1356.225,1338.525,1350.813,1226767000
1702,2000-03-29,1355.568,1359.886,1329.31,1349.272,957647600
1703,2000-03-30,1353.971,1367.372,1351.379,1367.313,848685300
1704,2000-03-31,1367.959,1368.219,1346.361,1359.336,973618000
1705,2000-04-03,1360.208,1369.689,1354.575,1355.125,765994000
1706,2000-04-04,1349.973,1349.973,1318.975,1321.479,726075700
1707,2000-04-05,1317.551,1333.865,1310.121,1329.635,548478400
1708,2000-04-06,1333.305,1358.04,1333.152,1357.974,734993800
1709,2000-04-07,1363.675,1369.168,1359.284,1369.152,822528400
1710,2000-04-10,1375.076,1379.622,1367.895,1377.791,914880400
1711,2000-04-11,1378.736,1379.086,1365.793,1373.12,730111700
1712,2000-04-12,1373.803,1376.041,1346.75,1366.348,676157700
1713,2000-04-13,1367.059,1388.204,1366.523,1387.831,950980800
1714,2000-04-14,1391.405,1395.853,1380.064,1390.886,1014599800
1715,2000-04-17,1387.08,1387.322,1345.452,1357.874,969255500
1716,2000-04-18,1356.252,1373.082,1344.295,1372.363,695614200
1717,2000-04-19,1376.436,1384.962,1374.365,1381.538,624579400
1718,2000-04-20,1382.623,1394.092,1382.623,1393.122,786882800
1719,2000-04-21,1395.587,1398.554,1376.641,1381.399,760386400
1720,2000-04-24,1382.537,1387.551,1372.97,1380.551,716524900
1721,2000-04-25,1381.266,1384.336,1362.758,1377.882,500288900
1722,2000-04-26,1379.839,1385.714,1372.215,1376.649,524027600
1723,2000-04-27,1379.274,1382.261,1351.16,1353.101,544077100
1724,2000-04-28,1350.658,1372.513,1344.865,1372.499,482344800
1725,2000-05-08,1379.738,1382.95,1364.95,1371.085,336841600
1726,2000-05-09,1371.722,1372.583,1344.075,1349.776,379862300
1727,2000-05-10,1345.9,1346.401,1306.042,1308.174,399043200
1728,2000-05-11,1305.626,1316.234,1281.977,1285.688,412989500
1729,2000-05-12,1286.935,1298.586,1277.35,1281.194,385554000
1730,2000-05-15,1282.869,1286.27,1263.063,1270.924,329345100
1731,2000-05-16,1272.886,1287.506,1272.768,1286.58,254657700
1732,2000-05-17,1288.435,1293.616,1283.166,1285.274,252699100
1733,2000-05-18,1285.965,1311.309,1280.753,1311.299,368732900
1734,2000-05-19,1313.531,1325.67,1307.743,1325.541,454952500
1735,2000-05-22,1331.38,1364.295,1327.693,1359.516,680048100
1736,2000-05-23,1365.706,1370.93,1351.233,1370.93,713303400
1737,2000-05-24,1374.45,1393.436,1371.472,1388.066,844220900
1738,2000-05-25,1396.921,1406.456,1390.03,1405.513,961665000
1739,2000-05-26,1409.381,1415.377,1389.8,1404.676,981610800
1740,2000-05-29,1408.761,1421.738,1406.373,1420.452,980919500
1741,2000-05-30,1424.556,1427.82,1395.262,1400.578,884584700
1742,2000-05-31,1398.434,1418.267,1393.646,1418.214,908117300
1743,2000-06-01,1425.196,1429.778,1415.664,1427.539,845215800
1744,2000-06-02,1430.7,1439.944,1423.422,1439.802,1058280500
1745,2000-06-05,1444.96,1452.967,1417.907,1424.37,1388393300
1746,2000-06-06,1422.672,1439.909,1413.926,1439.906,931014700
1747,2000-06-07,1445.035,1450.608,1433.012,1443.053,781752000
1748,2000-06-08,1444.326,1445.815,1426.954,1434.76,833406600
1749,2000-06-09,1435.269,1438.176,1410.702,1415.684,763906100
1750,2000-06-12,1411.354,1423.263,1401.9,1423.101,586646800
1751,2000-06-13,1427.306,1445.517,1427.306,1445.517,696869600
1752,2000-06-14,1448.864,1451.773,1438.574,1440.484,755948500
1753,2000-06-15,1441.372,1448.969,1437.281,1448.969,638055200
1754,2000-06-16,1452.096,1453.005,1432.366,1438.59,716954900
1755,2000-06-19,1435.637,1438.019,1425.188,1429.273,598882500
1756,2000-06-20,1426.9,1427.334,1409.046,1414.489,488047800
1757,2000-06-21,1413.566,1430.167,1413.345,1430.152,407544500
1758,2000-06-22,1433.137,1436.318,1424.744,1431.511,433886800
1759,2000-06-23,1433.278,1450.95,1432.799,1450.94,637130700
1760,2000-06-26,1457.439,1464.995,1456.685,1461.488,777088300
1761,2000-06-27,1462.008,1464.345,1453.935,1456.947,670357200
1762,2000-06-28,1458.299,1465.315,1452.804,1457.379,591608900
1763,2000-06-29,1458.816,1459.862,1439.714,1448.912,604239500
1764,2000-06-30,1449.272,1451.083,1438.364,1440.653,603788400
1765,2000-07-03,1432.716,1432.77,1411.834,1415.471,575772900
1766,2000-07-04,1412.422,1427.813,1410.228,1427.798,391241000
1767,2000-07-05,1429.835,1437.747,1426.318,1429.564,392003400
1768,2000-07-06,1430.784,1431.304,1421.453,1427.053,416312400
1769,2000-07-07,1427.789,1448.011,1427.789,1447.99,565786300
1770,2000-07-10,1452.51,1461.615,1448.401,1461.555,785875400
1771,2000-07-11,1464.732,1469.088,1460.049,1468.966,705621400
1772,2000-07-12,1472.35,1482.064,1469.705,1481.672,740466700
1773,2000-07-13,1485.834,1490.753,1472.698,1481.653,964874500
1774,2000-07-14,1482.622,1491.927,1476.518,1490.392,842709000
1775,2000-07-17,1495.162,1500.748,1487.364,1488.802,868375600
1776,2000-07-18,1488.848,1498.1,1487.826,1498.08,552739100
1777,2000-07-19,1503.039,1506.858,1492.152,1500.754,590173500
1778,2000-07-20,1501.804,1505.318,1488.594,1499.743,608704800
1779,2000-07-21,1501.373,1504.373,1497.953,1502.827,571858200
1780,2000-07-24,1504.064,1504.785,1489.7,1494.57,584748400
1781,2000-07-25,1495.373,1502.463,1494.032,1501.092,547540100
1782,2000-07-26,1504.117,1515.512,1504.036,1515.431,627970500
1783,2000-07-27,1519.744,1523.613,1506.247,1513.036,721061000
1784,2000-07-28,1514.054,1516.745,1509.527,1516.508,725993600
1785,2000-07-31,1519.019,1524.068,1512.665,1524.054,785608700
1786,2000-08-01,1526.666,1530.488,1524.483,1528.527,566201900
1787,2000-08-02,1531.059,1534.37,1522.979,1533.505,582999200
1788,2000-08-03,1535.505,1545.396,1534.908,1540.846,752780600
1789,2000-08-04,1542.563,1545.692,1523.941,1533.217,803184000
1790,2000-08-07,1531.88,1544.224,1525.626,1544.224,722423300
1791,2000-08-08,1546.383,1551.414,1544.441,1551.316,729157200
1792,2000-08-09,1552.67,1558.528,1550.125,1558.408,781210700
1793,2000-08-10,1561.044,1563.283,1552.299,1562.002,822936000
1794,2000-08-11,1563.394,1566.851,1554.861,1560.566,712746500
1795,2000-08-14,1563.446,1572.526,1563.109,1572.501,629153800
1796,2000-08-15,1574.65,1577.957,1563.825,1571.062,578449000
1797,2000-08-16,1572.625,1576.56,1569.31,1576.513,612788200
1798,2000-08-17,1580.269,1583.281,1579.333,1582.063,693782600
1799,2000-08-18,1584.999,1587.345,1580.44,1583.487,664791300
1800,2000-08-21,1587.72,1600.53,1587.521,1600.388,857312600
1801,2000-08-22,1603.044,1604.976,1570.903,1571.279,824127100
1802,2000-08-23,1563.13,1576.669,1496.775,1558.783,1206625600
1803,2000-08-24,1558.416,1570.206,1545.762,1567.831,858820800
1804,2000-08-25,1570.453,1581.072,1564.785,1580.954,632169400
1805,2000-08-28,1585.556,1594.336,1580.84,1594.247,700457300
1806,2000-08-29,1595.855,1600.217,1590.29,1600.186,617580100
1807,2000-08-30,1601.477,1601.871,1575.476,1576.551,648711300
1808,2000-08-31,1566.414,1567.654,1532.757,1533.877,716737500
1809,2000-09-01,1524.552,1538.1,1515.118,1517.005,580125100
1810,2000-09-04,1514.673,1528.32,1504.153,1528.32,438916200
1811,2000-09-05,1532.324,1537.244,1491.367,1494.083,435393800
1812,2000-09-06,1488.363,1495.505,1461.027,1463.011,441329900
1813,2000-09-07,1465.432,1491.705,1465.421,1482.823,407030700
1814,2000-09-08,1486.247,1493.404,1479.55,1490.813,363743000
1815,2000-09-11,1494.404,1500.594,1488.172,1500.59,401369700
1816,2000-09-12,1502.502,1506.102,1495.049,1505.956,316922200
1817,2000-09-13,1507.258,1519.174,1502.116,1514.299,381595200
1818,2000-09-14,1514.654,1516.184,1500.494,1506.016,308223500
1819,2000-09-15,1504.92,1507.95,1497.688,1507.768,307462600
1820,2000-09-18,1509.314,1511.023,1484.786,1485.389,338706600
1821,2000-09-19,1478.157,1478.227,1445.676,1451.962,468073600
1822,2000-09-20,1451.247,1468.507,1444.009,1468.498,343029200
1823,2000-09-21,1471.33,1473.478,1455.925,1457.063,334143200
1824,2000-09-22,1455.155,1455.155,1440.443,1443.118,331852800
1825,2000-09-25,1441.097,1446.958,1428.367,1429.924,229854300
1826,2000-09-26,1431.29,1442.727,1431.289,1440.304,204012100
1827,2000-09-27,1442.124,1461.708,1442.103,1461.694,208806000
1828,2000-09-28,1462.761,1464.926,1441.884,1443.739,250523900
1829,2000-09-29,1443.208,1461.166,1443.204,1460.929,241659200
1830,2000-10-09,1462.193,1468.215,1452.374,1468.192,275595800
1831,2000-10-10,1470.125,1488.574,1469.775,1488.543,343180000
1832,2000-10-11,1490.235,1491.84,1479.291,1481.664,363517300
1833,2000-10-12,1481.211,1481.494,1471.524,1478.861,379556600
1834,2000-10-13,1479.841,1484.537,1468.4,1473.292,352353800
1835,2000-10-16,1472.64,1473.082,1457.995,1462.292,297288500
1836,2000-10-17,1462.066,1469.152,1458.738,1469.15,233359800
1837,2000-10-18,1471.138,1478.442,1470.148,1478.43,299623400
1838,2000-10-19,1479.871,1481.329,1467.253,1469.666,258350100
1839,2000-10-20,1469.029,1493.822,1468.146,1493.818,419955600
1840,2000-10-23,1497.298,1502.813,1491.37,1502.809,376094400
1841,2000-10-24,1504.549,1505.763,1492.688,1501.178,314998100
1842,2000-10-25,1502.408,1519.386,1502.025,1518.67,547175700
1843,2000-10-26,1520.221,1521.31,1506.825,1510.915,505615600
1844,2000-10-27,1511.329,1513.194,1501.95,1509.916,359989500
1845,2000-10-30,1510.242,1517.329,1506.292,1516.225,449586200
1846,2000-10-31,1516.885,1522.771,1502.848,1506.831,408565600
1847,2000-11-01,1505.936,1517.982,1504.532,1517.904,320932000
1848,2000-11-02,1521.494,1531.458,1521.24,1523.94,405132600
1849,2000-11-03,1523.899,1527.31,1518.594,1522.432,376519300
1850,2000-11-06,1522.989,1529.806,1522.945,1528.652,436756100
1851,2000-11-07,1530.476,1534.002,1528.488,1534.002,343437800
1852,2000-11-08,1536.972,1546.427,1535.007,1546.315,408049900
1853,2000-11-09,1549.409,1560.984,1547.026,1560.93,633482600
1854,2000-11-10,1564.864,1575.223,1561.659,1572.599,712414800
1855,2000-11-13,1577.368,1590.309,1575.46,1590.173,683057700
1856,2000-11-14,1590.742,1601.344,1577.541,1601.233,617938000
1857,2000-11-15,1602.807,1606.568,1593.535,1600.186,606276400
1858,2000-11-16,1600.003,1611.244,1599.143,1611.173,602234700
1859,2000-11-17,1613.154,1617.874,1601.425,1607.122,608341300
1860,2000-11-20,1606.861,1611.227,1594.032,1611.227,582842400
1861,2000-11-21,1612.985,1618.181,1604.897,1606.812,520793200
1862,2000-11-22,1605.842,1617.807,1600.57,1617.791,495648800
1863,2000-11-23,1622.036,1628.549,1616.586,1624.874,624705100
1864,2000-11-24,1624.557,1628.908,1567.816,1573.952,734430000
1865,2000-11-27,1564.335,1581.263,1556.618,1572.694,514855600
1866,2000-11-28,1575.148,1597.789,1575.12,1597.707,410250700
1867,2000-11-29,1599.335,1600.467,1581.81,1590.039,410372800
1868,2000-11-30,1589.625,1594.805,1582.489,1593.538,371795500
1869,2000-12-01,1595.35,1602.69,1594.068,1602.69,390560800
1870,2000-12-04,1604.313,1611.597,1600.284,1611.224,422251900
1871,2000-12-05,1613.482,1614.887,1603.781,1608.684,380044200
1872,2000-12-06,1609.011,1611.653,1591.642,1595.377,463819700
1873,2000-12-07,1593.078,1597.979,1584.526,1597.071,454555500
1874,2000-12-08,1595.799,1603.874,1593.391,1596.152,461435200
1875,2000-12-11,1595.12,1596.051,1570.451,1575.667,393333000
1876,2000-12-12,1575.428,1584.211,1568.374,1584.211,652131800
1877,2000-12-13,1581.522,1584.054,1575.483,1582.104,445080100
1878,2000-12-14,1582.633,1583.596,1573.612,1577.584,360535900
1879,2000-12-15,1578.125,1581.14,1563.985,1565.681,371476800
1880,2000-12-18,1565.069,1569.308,1553.477,1569.283,486133500
1881,2000-12-19,1570.964,1580.535,1570.93,1574.988,371982900
1882,2000-12-20,1575.634,1593.109,1575.593,1593.061,544688200
1883,2000-12-21,1596.234,1605.738,1596.157,1599.561,581700200
1884,2000-12-22,1601.325,1602.201,1591.124,1593.807,521885200
1885,2000-12-25,1595.247,1597.634,1587.601,1592.766,515142000
1886,2000-12-26,1592.361,1597.89,1591.084,1597.726,462343300
1887,2000-12-27,1598.556,1599.687,1580.109,1582.362,556435400
1888,2000-12-28,1578.629,1583.227,1573.528,1577.246,475738200
1889,2000-12-29,1578.674,1591.516,1578.137,1591.032,527841000
1890,2001-01-02,1594.049,1615.373,1593.021,1615.308,594572300
1891,2001-01-03,1618.563,1630.211,1616.631,1630.186,755280000
1892,2001-01-04,1630.375,1633.075,1621.029,1626.014,674809800
1893,2001-01-05,1626.047,1631.86,1622.368,1631.755,689834600
1894,2001-01-08,1633.5,1636.568,1606.981,1616.319,745457600
1895,2001-01-09,1614.005,1621.971,1599.807,1613.217,512533800
1896,2001-01-10,1613.18,1628.058,1613.137,1627.943,542415400
1897,2001-01-11,1630.676,1632.421,1622.468,1624.0,594630200
1898,2001-01-12,1621.819,1624.19,1612.621,1616.467,498747800
1899,2001-01-15,1610.343,1610.343,1558.601,1560.427,589203700
1900,2001-01-16,1549.633,1574.156,1542.604,1574.056,477378000
1901,2001-01-17,1574.626,1575.907,1564.049,1565.797,305034500
1902,2001-01-18,1564.667,1578.804,1564.09,1572.885,390044300
1903,2001-01-19,1575.33,1592.521,1575.251,1590.662,397317500
1904,2001-02-05,1594.312,1596.66,1547.263,1549.557,362883300
1905,2001-02-06,1543.68,1543.682,1509.748,1542.243,430397600
1906,2001-02-07,1542.181,1545.129,1531.719,1532.656,296643100
1907,2001-02-08,1531.23,1538.53,1490.377,1493.228,315830100
1908,2001-02-09,1497.194,1518.507,1496.549,1512.917,322560200
1909,2001-02-12,1514.501,1516.2,1497.653,1516.092,307953900
1910,2001-02-13,1517.412,1525.769,1514.57,1518.059,241563400
1911,2001-02-14,1517.554,1519.189,1511.545,1517.382,206820000
1912,2001-02-15,1517.432,1520.382,1502.443,1503.482,202185800
1913,2001-02-16,1500.484,1500.484,1476.293,1498.521,261290500
1914,2001-02-19,1499.16,1519.451,1492.631,1517.771,213595800
1915,2001-02-20,1518.645,1527.104,1502.411,1507.234,256911400
1916,2001-02-21,1503.274,1503.274,1466.967,1472.257,338515800
1917,2001-02-22,1466.312,1482.072,1459.406,1470.664,229602100
1918,2001-02-23,1470.373,1492.974,1469.774,1492.936,270248800
1919,2001-02-26,1494.021,1506.461,1491.621,1506.151,321807800
1920,2001-02-27,1507.788,1513.042,1500.998,1512.95,320007300
1921,2001-02-28,1514.436,1514.96,1504.153,1511.071,281161300
1922,2001-03-01,1511.267,1518.705,1504.797,1514.208,639742700
1923,2001-03-02,1517.226,1530.15,1517.099,1529.028,430015400
1924,2001-03-05,1533.665,1535.768,1524.53,1528.241,399740000
1925,2001-03-06,1530.138,1531.685,1522.96,1531.558,1048151500
1926,2001-03-07,1532.684,1535.973,1528.882,1533.246,771215700
1927,2001-03-08,1532.599,1540.466,1531.873,1539.974,599143600
1928,2001-03-09,1541.413,1550.106,1538.698,1546.822,956384300
1929,2001-03-12,1547.877,1550.36,1543.103,1550.36,692695500
1930,2001-03-13,1550.361,1551.187,1536.094,1542.133,794124800
1931,2001-03-14,1540.73,1558.501,1539.77,1558.497,581771000
1932,2001-03-15,1559.681,1565.711,1557.856,1562.374,727197200
1933,2001-03-16,1562.831,1563.541,1553.323,1559.509,591251600
1934,2001-03-19,1559.082,1572.013,1556.566,1571.988,634743000
1935,2001-03-20,1574.361,1579.151,1572.331,1578.982,674305100
1936,2001-03-21,1580.519,1595.487,1578.724,1595.415,724304400
1937,2001-03-22,1599.111,1613.837,1597.697,1613.837,1075336300
1938,2001-03-23,1616.554,1618.297,1584.953,1585.674,1188600100
1939,2001-03-26,1584.173,1614.791,1584.113,1614.688,818411500
1940,2001-03-27,1619.507,1626.917,1615.5,1626.905,843294900
1941,2001-03-28,1628.404,1630.546,1619.014,1626.842,766735700
1942,2001-03-29,1626.498,1630.387,1619.414,1623.463,760825200
1943,2001-03-30,1623.277,1633.959,1620.81,1633.876,687693500
1944,2001-04-02,1637.381,1644.879,1634.901,1643.918,737807300
1945,2001-04-03,1646.338,1647.987,1631.83,1643.468,676659400
1946,2001-04-04,1644.315,1647.11,1613.721,1617.959,742140300
1947,2001-04-05,1613.281,1635.332,1610.379,1635.252,534000100
1948,2001-04-06,1637.891,1642.282,1628.51,1632.183,524316300
1949,2001-04-09,1632.903,1641.204,1627.604,1641.19,589718100
1950,2001-04-10,1642.922,1649.511,1641.898,1649.428,556238600
1951,2001-04-11,1651.169,1654.043,1643.769,1651.813,641799200
1952,2001-04-12,1652.49,1657.882,1644.695,1652.763,796478700
1953,2001-04-13,1653.553,1661.36,1649.576,1661.326,653918900
1954,2001-04-16,1665.018,1678.042,1663.738,1677.986,825287300
